Description,UnitsSold,Revenue,Orders,Customers,UnitsPerOrder
PAPER LANTERN 5 POINT STUDDED STAR,8,46.0,4,4,2.0
PAPER LANTERN 6 POINT SNOW STAR,26,107.9,6,6,4.333333333333333
PAPER LANTERN 7 POINT SNOW STAR,103,711.51,28,25,3.6785714285714284
PAPER LANTERN 9 POINT DELUXE STAR,349,2111.4900000000002,36,31,9.694444444444445
PAPER LANTERN 9 POINT HOLLY STAR 23,18,74.7,5,5,3.6
PAPER LANTERN 9 POINT HOLLY STAR 40,6,37.5,3,3,2.0
PAPER LANTERN 9 POINT HOLLY STAR L,75,506.01,20,15,3.75
PAPER LANTERN 9 POINT HOLLY STAR S,86,361.04,20,19,4.3
PAPER LANTERN 9 POINT SNOW STAR,258,1139.5800000000002,52,44,4.961538461538462
PAPER LANTERN 9 POINT SNOW STAR ,241,1325.03,37,30,6.513513513513513
PAPER POCKET TRAVELING FAN ,6591,840.0200000000001,138,70,47.76086956521739
PAPERWEIGHT CHILDHOOD MEMORIES,268,445.44,36,24,7.444444444444445
PAPERWEIGHT HOME SWEET HOME,158,245.57999999999998,29,18,5.448275862068965
PAPERWEIGHT KINGS CHOICE ,168,230.67999999999998,23,16,7.304347826086956
PAPERWEIGHT SAVE THE PLANET,338,641.55,45,36,7.511111111111111
PAPERWEIGHT VINTAGE COLLAGE,512,741.98,71,43,7.211267605633803
PAPERWEIGHT VINTAGE PAISLEY,152,220.04,33,15,4.606060606060606
PARISIENNE CURIO CABINET,547,4514.58,241,134,2.2697095435684647
PARISIENNE JEWELLERY DRAWER ,813,6102.18,258,154,3.1511627906976742
PARISIENNE KEY CABINET ,702,4158.68,255,157,2.7529411764705882
PARISIENNE SEWING BOX,312,3839.2400000000002,138,80,2.260869565217391
PARLOUR CERAMIC WALL HOOK,455,1889.7500000000002,75,56,6.066666666666666
PARTY BUNTING,18295,99504.33,1685,708,10.857566765578635
PARTY CHARMS 50 PIECES,2253,1727.75,133,89,16.93984962406015
PARTY CONE CHRISTMAS DECORATION ,2277,2664.6299999999997,110,78,20.7
PARTY CONES CANDY ASSORTED,1762,2127.53,76,62,23.18421052631579
PARTY CONES CANDY DECORATION,454,621.96,67,6,6.776119402985074
PARTY CONES CANDY TREE DECORATION,740,609.56,33,27,22.424242424242426
PARTY CONES CARNIVAL ASSORTED,404,504.88,22,20,18.363636363636363
PARTY FOOD SHOPPER BAG,400,469.63,73,31,5.47945205479452
PARTY INVITES BALLOON GIRL,405,359.28999999999996,71,47,5.704225352112676
PARTY INVITES DINOSAURS,611,528.2299999999999,94,67,6.5
PARTY INVITES FOOTBALL,488,451.7,83,49,5.879518072289157
PARTY INVITES JAZZ HEARTS,528,458.31,102,64,5.176470588235294
PARTY INVITES SPACEMAN,539,458.22999999999996,74,55,7.283783783783784
PARTY INVITES WOODLAND,1157,968.2099999999999,122,68,9.48360655737705
PARTY METAL SIGN ,3490,5345.88,467,236,7.47323340471092
PARTY PIZZA DISH BLUE POLKADOT,1120,399.62,71,29,15.774647887323944
PARTY PIZZA DISH GREEN POLKADOT,1037,381.65999999999997,59,23,17.576271186440678
PARTY PIZZA DISH PINK POLKADOT,1228,460.38,76,34,16.157894736842106
PARTY PIZZA DISH RED RETROSPOT,1977,873.9,94,48,21.03191489361702
PARTY TIME DESIGN FLANNEL,86,75.35,25,8,3.44
PARTY TIME PENCIL ERASERS,1398,322.09,134,61,10.432835820895523
PASTEL BLUE PHOTO ALBUM ,29,14.5,2,2,14.5
PASTEL COLOUR HONEYCOMB FAN,940,697.77,83,50,11.325301204819278
PASTEL PINK PHOTO ALBUM ,7,3.5,2,2,3.5
PEACE SMALL WOOD LETTERS,30,222.96,24,19,1.25
PEACE WOODEN BLOCK LETTERS,351,1766.57,106,82,3.311320754716981
PEACH KNITTED HEN ,315,316.46,60,8,5.25
"PEARL & SHELL 42""NECKL. GREEN",5,53.62,3,1,1.6666666666666667
"PEARL & SHELL 42""NECKL. IVORY",2,21.5,1,1,2.0
PEARL AND CHERRY QUARTZ BRACLET,5,18.27,4,1,1.25
PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,1474,2449.2999999999997,159,97,9.270440251572326
PEARLISED IVORY HEART LARGE ,418,661.02,39,32,10.717948717948717
PEARLISED IVORY HEART SMALL ,228,281.17,29,23,7.862068965517241
PEG BAG APPLE DESIGN,100,210.0,1,1,100.0
PEG BAG APPLES DESIGN,1492,3853.7599999999998,287,144,5.198606271777003
PENCIL CASE LIFE IS BEAUTIFUL,537,1624.7600000000002,130,72,4.130769230769231
PENNY FARTHING BIRTHDAY CARD,3054,1309.18,262,124,11.65648854961832
PENS ASSORTED FUNKY JEWELED ,5247,1121.48,144,63,36.4375
PENS ASSORTED FUNNY FACE,9608,2578.24,216,123,44.48148148148148
PENS ASSORTED SPACEBALL,5946,1381.78,155,89,38.36129032258064
PERIWINKLE T-LIGHT HOLDER,48,75.02,17,8,2.823529411764706
"PET MUG, GOLDFISH",36,13.1,12,4,3.0
PETIT TRAY CHIC,1047,1759.7899999999997,146,89,7.171232876712328
PHARMACIE FIRST AID TIN,581,4470.8099999999995,173,71,3.3583815028901736
PHOTO CLIP LINE,239,338.73,49,16,4.877551020408164
PHOTO CUBE,3239,6013.429999999999,321,104,10.090342679127726
PHOTO FRAME 3 CLASSIC HANGING,584,5807.349999999999,232,146,2.5172413793103448
PHOTO FRAME CORNICE,3297,9843.59,504,278,6.541666666666667
PHOTO FRAME LINEN AND LACE LARGE,215,801.6800000000001,43,39,5.0
PHOTO FRAME LINEN AND LACE SMALL,310,644.8000000000001,59,53,5.254237288135593
PICNIC BASKET WICKER 60 PIECES,61,39619.5,2,1,30.5
PICNIC BASKET WICKER LARGE,1604,19322.16,445,187,3.6044943820224717
PICNIC BASKET WICKER SMALL,1879,11807.12,461,175,4.07592190889371
PICNIC BOXES SET OF 3 RETROSPOT ,966,4625.860000000001,190,85,5.08421052631579
PICTURE DOMINOES,3189,4799.83,356,195,8.957865168539326
PICTURE FRAME WOOD TRIPLE PORTRAIT,1068,6977.6,265,142,4.030188679245283
PIECE OF CAMO STATIONERY SET,3380,326.56,31,28,109.03225806451613
PIG KEYRING WITH LIGHT & SOUND ,1379,1386.97,80,38,17.2375
PIG MUG IN TWO COLOUR DESIGNS,159,130.26999999999998,17,11,9.352941176470589
PIGGY BANK RETROSPOT ,2764,7121.38,329,188,8.401215805471125
PIN CUSHION BABUSHKA BLUE,137,410.81,45,16,3.0444444444444443
PIN CUSHION BABUSHKA PINK,439,1135.18,133,25,3.300751879699248
PIN CUSHION BABUSHKA RED,201,656.4300000000001,45,29,4.466666666666667
PING MICROWAVE APRON,509,1069.1699999999998,122,59,4.172131147540983
PING! MICROWAVE PLATE,152,415.09000000000003,63,16,2.4126984126984126
PINK  HEART CONFETTI IN TUBE,966,888.3299999999999,78,45,12.384615384615385
PINK  HEART SHAPE LOVE BUCKET ,1042,1831.6200000000001,123,63,8.471544715447154
PINK  HONEYCOMB PAPER BALL ,693,1308.56,80,21,8.6625
PINK  HONEYCOMB PAPER FAN,499,558.07,65,37,7.676923076923077
PINK  POLKADOT CUP,3018,2709.04,307,141,9.830618892508143
PINK  POLKADOT PLATE ,2065,3449.6,185,95,11.162162162162161
PINK & WHITE BREAKFAST TRAY,96,369.84000000000003,35,11,2.742857142857143
PINK & WHITE ROSEBUD RING,21,88.04,15,4,1.4
PINK 3 PIECE POLKADOT CUTLERY SET,1471,5520.02,123,82,11.959349593495935
PINK ACRYLIC JEWEL SNOWFLAKE,12,4.5600000000000005,1,1,12.0
PINK ALLIUM  ARTIFICIAL FLOWER,3,5.07,1,0,3.0
PINK AND BLACK STRING CURTAIN,38,82.1,5,5,7.6
PINK AND WHITE CHRISTMAS TREE 120CM,201,553.07,34,17,5.911764705882353
PINK B'FLY C/COVER W BOBBLES,12,78.17,7,6,1.7142857142857142
PINK BABY BUNTING,2190,6710.42,345,162,6.3478260869565215
PINK BAROQUE FLOCK CANDLE HOLDER,2,11.9,1,1,2.0
PINK BEADS+HAND PHONE CHARM,2,4.92,1,0,2.0
PINK BERTIE GLASS BEAD BAG CHARM,115,106.24,10,4,11.5
PINK BERTIE MOBILE PHONE CHARM,1,3.36,1,0,1.0
PINK BITTY LIGHT CHAIN,106,201.31,36,7,2.9444444444444446
PINK BLUE FELT CRAFT TRINKET BOX,11001,13838.1,522,277,21.07471264367816
PINK BOUDICCA LARGE BRACELET,38,264.7,12,9,3.1666666666666665
PINK BOUDOIR T-LIGHT HOLDER,12,10.2,1,1,12.0
PINK BREAKFAST CUP AND SAUCER ,23,43.050000000000004,9,5,2.5555555555555554
PINK BUNNY EASTER EGG BASKET,158,231.89999999999998,4,4,39.5
PINK BUTTERFLY CUSHION COVER,23,44.849999999999994,5,3,4.6
PINK BUTTERFLY CUSHION COVER ,35,173.48,20,2,1.75
PINK BUTTERFLY HANDBAG W BOBBLES,162,671.62,98,0,1.653061224489796
PINK BUTTERFLY WASHBAG,9,42.29,6,5,1.5
PINK CANDYSTUFT ARTIFICIAL FLOWER,137,96.88999999999999,11,11,12.454545454545455
PINK CAT BOWL,360,583.33,123,30,2.926829268292683
PINK CAT FLORAL CUSHION COVER ,25,100.97,18,3,1.3888888888888888
PINK CHERRY BLOSSOM CUP & SAUCER,6,7.5,1,1,6.0
PINK CHERRY LIGHTS,4,27.0,1,1,4.0
PINK CHICK EGG WARMER + EGG CUP,196,219.66,40,16,4.9
PINK CHRISTMAS FLOCK DROPLET ,10,15.02,3,1,3.3333333333333335
PINK CHRYSANTHEMUMS ART FLOWER,18,37.800000000000004,1,1,18.0
PINK CLEAR GLASS CANDLE PLATE,30,39.92,5,3,6.0
PINK COMBO MINI CRYSTALS NECKLACE,3,16.310000000000002,3,0,1.0
PINK CREAM FELT CRAFT TRINKET BOX ,7362,9159.31,616,312,11.9512987012987
PINK CRYSTAL GUITAR PHONE CHARM,1,0.85,1,1,1.0
PINK CRYSTAL SKULL PHONE CHARM,32,16.22,9,2,3.5555555555555554
PINK CRYSTAL+GLASS BRACELET,22,109.48,14,3,1.5714285714285714
PINK DAISY BAG CHARM,30,74.64,19,1,1.5789473684210527
PINK DIAMANTE PEN IN GIFT BOX,424,1206.97,103,12,4.116504854368932
PINK DINER WALL CLOCK,308,2749.85,121,75,2.5454545454545454
PINK DISCO HANDBAG,84,180.51999999999998,22,17,3.8181818181818183
PINK DOG BOWL,549,922.89,115,39,4.773913043478261
PINK DOG CANNISTER,14,39.3,4,4,3.5
PINK DOLLY HAIR CLIPS,2,2.1,1,0,2.0
PINK DOUGHNUT TRINKET POT ,1734,2556.2,241,85,7.195020746887967
PINK DRAWER KNOB ACRYLIC EDWARDIAN,3869,5211.7,254,84,15.23228346456693
PINK EASTER HENS+FLOWER,14,38.31,9,1,1.5555555555555556
PINK ENAMEL FLOWER HAIR TIE,22,64.46000000000001,11,2,2.0
PINK ENAMEL+GLASS HAIR COMB,263,480.5,31,8,8.483870967741936
PINK FAIRY CAKE CHILDRENS APRON,3345,6732.49,495,250,6.757575757575758
PINK FAIRY CAKE CUSHION COVER,285,1182.99,89,25,3.202247191011236
PINK FEATHER CHRISTMAS DECORATION,1,2.51,1,0,1.0
PINK FEATHERS CURTAIN,52,50.28,3,3,17.333333333333332
PINK FELT EASTER EGG BASKET,14,23.099999999999998,4,4,3.5
PINK FELT EASTER RABBIT GARLAND,122,323.15,29,22,4.206896551724138
PINK FELT HANGING HEART W FLOWER,106,107.72,20,5,5.3
PINK FLOCK GLASS CANDLEHOLDER,38,29.68,5,5,7.6
PINK FLOCK PHOTO FRAME ,12,15.0,1,1,12.0
PINK FLOCK SUEDE CUSHION COVER ,12,15.0,2,2,6.0
PINK FLORAL FELTCRAFT SHOULDER BAG,1117,4235.88,262,141,4.263358778625954
PINK FLOWER CROCHET FOOD COVER,237,897.8,79,55,3.0
PINK FLOWER FABRIC PONY,117,453.73,48,22,2.4375
PINK FLOWERS RABBIT EASTER,21,48.95,5,5,4.2
PINK FLUFFY CHRISTMAS DECORATION,26,7.82,2,1,13.0
PINK FLY SWAT,92,63.720000000000006,43,21,2.13953488372093
PINK FOXGLOVE ARTIIFCIAL FLOWER,23,58.64999999999999,4,3,5.75
PINK GAUZE BUTTERFLY LAMPSHADE,15,6.3,4,4,3.75
PINK GINGHAM CAT WITH SCARF,144,314.51,30,18,4.8
PINK GLASS CANDLEHOLDER,176,561.32,38,20,4.631578947368421
PINK GLASS CHUNKY CHARM BRACELET,10,91.68,9,0,1.1111111111111112
PINK GLASS TASSLE BAG CHARM ,45,82.97999999999999,20,3,2.25
PINK GOOSE FEATHER TREE 60CM,131,267.21,19,15,6.894736842105263
PINK GREEN EMBROIDERY COSMETIC BAG,33,93.19,20,6,1.65
PINK HANGING GINGHAM EASTER HEN,32,13.44,5,5,6.4
PINK HANGING HEART T-LIGHT HOLDER,880,1664.16,76,50,11.578947368421053
PINK HAPPY BIRTHDAY BUNTING,2339,12201.400000000001,402,238,5.818407960199005
PINK HAWAIIAN PICNIC HAMPER FOR 2,78,709.2399999999999,55,10,1.4181818181818182
PINK HEART DOTS HOT WATER BOTTLE,36,147.88,11,4,3.272727272727273
PINK HEART OF GLASS BRACELET,15,89.12,9,8,1.6666666666666667
PINK HEART RED HANDBAG,29,76.14,18,3,1.6111111111111112
PINK HEART SHAPE EGG FRYING PAN,3234,4761.78,256,139,12.6328125
PINK HEART SHAPE PHOTO FRAME,322,522.56,39,27,8.256410256410257
PINK HEARTS LIGHT CHAIN ,271,587.2,48,19,5.645833333333333
PINK HEARTS PAPER GARLAND,168,245.20000000000002,7,6,24.0
PINK HORSE SOCK PUPPET,262,797.1400000000001,57,40,4.5964912280701755
PINK HORSE SOCK PUPPET KIT,44,129.8,14,13,3.142857142857143
PINK HYDRANGEA ART FLOWER,46,96.60000000000001,5,5,9.2
PINK JEWELLED MIRROR TRINKET TRAY,34,210.54999999999998,18,13,1.8888888888888888
PINK JEWELLED PHOTO FRAME,30,231.56,20,9,1.5
PINK JEWELLED PHOTO FRAME ,62,326.35,19,13,3.263157894736842
PINK KNITTED EGG COSY,147,76.69,29,24,5.068965517241379
PINK LEAVES AND BEADS PHONE CHARM,3,7.43,2,0,1.5
PINK LOVE BIRD CANDLE,351,356.08,50,20,7.02
PINK LOVE HEART SHAPE CUP,816,770.73,133,41,6.135338345864661
PINK MARSHMALLOW SCARF KNITTING KIT,36,91.8,1,1,36.0
PINK METAL CHICKEN HEART ,717,1059.67,91,50,7.8791208791208796
PINK METAL SWINGING BUNNY,78,68.69999999999999,10,8,7.8
PINK MONTE CARLO HANDBAG,98,232.32999999999998,10,8,9.8
PINK MURANO TWIST BRACELET,7,29.73,3,0,2.3333333333333335
PINK MURANO TWIST NECKLACE,8,79.66,6,4,1.3333333333333333
PINK NEW BAROQUE FLOCK CANDLESTICK,6,27.900000000000002,3,3,2.0
PINK NEW BAROQUECANDLESTICK CANDLE,478,605.48,42,24,11.380952380952381
PINK OVAL JEWELLED MIRROR,20,119.0,11,11,1.8181818181818181
PINK OVAL SHAPE TRINKET BOX,20,186.64,13,7,1.5384615384615385
PINK OWL SOFT TOY,879,2600.13,171,84,5.140350877192983
PINK PADDED MOBILE,135,577.79,42,31,3.2142857142857144
PINK PAINTED KASHMIRI CHAIR,4,171.8,1,1,4.0
PINK PAISLEY CUSHION COVER ,26,192.14,17,6,1.5294117647058822
PINK PAISLEY ROSE GIFT WRAP,1225,498.5,40,37,30.625
PINK PAISLEY SQUARE TISSUE BOX ,1373,586.82,117,89,11.735042735042734
PINK PAPER PARASOL ,464,1456.72,102,53,4.549019607843137
PINK PARTY BAGS,2456,4649.5,165,102,14.884848484848485
PINK PARTY SUNGLASSES,20,36.76,12,6,1.6666666666666667
PINK PILLAR CANDLE SILVER FLOCK,81,129.47,19,17,4.2631578947368425
PINK POLKADOT BOWL,3676,4749.84,333,133,11.03903903903904
PINK POLKADOT CHILDRENS UMBRELLA,140,506.96,46,29,3.0434782608695654
PINK POLKADOT GARDEN PARASOL,228,1885.27,97,32,2.350515463917526
PINK POLKADOT KIDS BAG,1,1.95,1,1,1.0
PINK POLKADOT PLATE ,220,377.56,25,18,8.8
PINK POLKADOT WRAP ,6350,2593.0,213,162,29.812206572769952
PINK POODLE HANGING DECORATION ,5,16.8,2,0,2.5
PINK POT PLANT CANDLE,204,628.7900000000001,35,22,5.828571428571428
PINK REGENCY TEACUP AND SAUCER,5824,17551.760000000002,765,319,7.613071895424836
PINK RETRO BIG FLOWER BAG,88,171.6,14,13,6.285714285714286
PINK RIVIERA HANDBAG,186,261.68,6,4,31.0
PINK ROSE FABRIC MIRROR,331,393.46999999999997,62,23,5.338709677419355
PINK ROSE WASHBAG,156,560.62,74,25,2.108108108108108
PINK ROSEBUD & PEARL NECKLACE,12,90.32,9,2,1.3333333333333333
PINK ROSEBUD PEARL BRACELET,27,130.67,14,6,1.9285714285714286
PINK ROSEBUD PEARL EARRINGS,16,39.98,15,0,1.0666666666666667
PINK ROUND COMPACT MIRROR,40,58.16,4,1,10.0
PINK SCOTTIE DOG W FLOWER PATTERN,135,322.53999999999996,51,20,2.6470588235294117
PINK SMALL GLASS CAKE STAND,24,46.8,1,1,24.0
PINK SMALL JEWELLED PHOTOFRAME,12,19.799999999999997,9,8,1.3333333333333333
PINK SPOTS CHOCOLATE NESTING BOXES ,140,361.55999999999995,6,5,23.333333333333332
PINK SQUARE TABLE CLOCK,71,104.84,14,5,5.071428571428571
PINK STITCHED WALL CLOCK,679,828.24,61,20,11.131147540983607
PINK STOCKING CHRISTMAS DECORATION,226,92.21000000000001,19,15,11.894736842105264
PINK STRAWBERRY HANDBAG ,60,163.1,34,4,1.7647058823529411
PINK STRING CURTAIN WITH POLE,30,100.86,9,7,3.3333333333333335
PINK SWEETHEART BRACELET,176,729.57,78,21,2.2564102564102564
PINK SWEETIE NECKLACE,2,15.120000000000001,2,0,1.0
PINK TALL PORCELAIN T-LIGHT HOLDER ,5,12.75,4,4,1.25
PINK UNION JACK  LUGGAGE TAG,353,486.5,121,56,2.9173553719008263
PINK UNION JACK  PASSPORT COVER ,274,625.23,106,52,2.5849056603773586
PINK VINTAGE PAISLEY PICNIC BAG,2676,4964.03,410,198,6.5268292682926825
PINK VINTAGE SPOT BEAKER,4807,4572.41,191,108,25.167539267015705
PINK VINTAGE VICTORIAN EARRINGS,14,41.150000000000006,7,3,2.0
PINK YELLOW PATCH CUSHION COVER,29,180.93,23,3,1.2608695652173914
PINK/AMETHYST/GOLD NECKLACE,5,34.870000000000005,2,1,2.5
PINK/BLUE DISC/MIRROR STRING,566,244.17,15,8,37.733333333333334
PINK/BLUE STRING CURTAIN ,57,128.32999999999998,5,4,11.4
PINK/FLOWER RABBIT EGG WARMER ,119,100.76,15,4,7.933333333333334
PINK/GREEN FLOWER DESIGN BIG MUG,40,17.16,16,16,2.5
PINK/PURPLE CIRCLE CURTAIN,52,56.52,6,6,8.666666666666666
PINK/PURPLE RETRO RADIO,222,634.07,53,13,4.188679245283019
"PINK/WHITE ""KEEP CLEAN"" BULLET BIN",77,286.91,33,12,2.3333333333333335
PINK/WHITE CHRISTMAS TREE 30CM,46,17.48,2,2,23.0
PINK/WHITE CHRISTMAS TREE 60CM,684,493.01,42,23,16.285714285714285
PINK/WHITE GLASS DEMI CHOKER,2,15.0,1,1,2.0
PINK/WHITE RIBBED MELAMINE JUG,3,23.85,3,2,1.0
PINK/YELLOW FLOWERS HANDBAG,106,132.5,8,7,13.25
PIZZA PLATE IN BOX,594,2158.06,179,44,3.3184357541899443
PLACE SETTING WHITE HEART,15150,6332.29,332,174,45.63253012048193
PLACE SETTING WHITE STAR,2408,1053.5,105,70,22.933333333333334
PLASMATRONIC LAMP,71,446.45,25,9,2.84
PLASTERS IN TIN CIRCUS PARADE ,6118,10070.109999999999,571,305,10.714535901926444
PLASTERS IN TIN SKULLS,4269,7176.669999999999,560,281,7.623214285714286
PLASTERS IN TIN SPACEBOY,8082,13615.31,673,339,12.00891530460624
PLASTERS IN TIN STRONGMAN,6023,9863.279999999999,515,294,11.69514563106796
PLASTERS IN TIN VINTAGE PAISLEY ,4721,7777.089999999999,566,315,8.340989399293287
PLASTERS IN TIN WOODLAND ANIMALS,7813,13344.769999999999,704,351,11.098011363636363
PLAYING CARDS I LOVE LONDON ,1207,1660.04,115,93,10.495652173913044
PLAYING CARDS JUBILEE UNION JACK,1934,2857.64,208,164,9.298076923076923
PLAYING CARDS KEEP CALM & CARRY ON,3646,4864.3,335,284,10.883582089552238
PLAYING CARDS VINTAGE DOILEY ,13,16.25,2,2,6.5
PLAYING CARDS VINTAGE DOILY ,701,880.16,92,78,7.619565217391305
PLEASE ONE PERSON METAL SIGN,12305,25290.58,845,361,14.562130177514794
POCKET BAG BLUE PAISLEY RED SPOT,834,1007.15,128,43,6.515625
POCKET BAG PINK PAISELY BROWN SPOT,469,510.84,95,26,4.936842105263158
"POCKET MIRROR ""GLAMOROUS""",5,6.25,2,2,2.5
POCKET MIRROR WOODLAND,94,81.8,20,4,4.7
POLKA DOT RAFFIA FOOD COVER,290,1085.32,89,57,3.258426966292135
POLKADOT MUG PINK ,72,123.29999999999998,13,8,5.538461538461538
POLKADOT PEN,6842,5793.62,170,89,40.247058823529414
POLKADOT RAIN HAT ,1940,918.25,226,55,8.584070796460177
POLYESTER FILLER PAD 30CMx30CM,107,133.75,26,16,4.115384615384615
POLYESTER FILLER PAD 40x40cm,1556,2256.2,185,128,8.41081081081081
POLYESTER FILLER PAD 45x30cm,103,149.35,38,22,2.710526315789474
POLYESTER FILLER PAD 45x45cm,1021,1582.55,137,92,7.452554744525547
POLYESTER FILLER PAD 60x40cm,2,5.1,1,1,2.0
POLYESTER FILLER PAD 65CMx65CM,18,76.5,6,5,3.0
POMPOM CURTAIN,424,2124.15,82,32,5.170731707317073
POP ART PUSH DOWN RUBBER ,98,11.759999999999998,2,2,49.0
POPART RECT PENCIL SHARPENER ASST,1166,140.52,33,29,35.333333333333336
POPART WOODEN PENCILS ASST,8900,380.0,68,61,130.88235294117646
POPCORN HOLDER,36761,34298.87,803,295,45.779576587795766
POPPY FIELDS CHOPPING BOARD,93,501.23,45,39,2.066666666666667
POPPY'S PLAYHOUSE BATHROOM,957,2087.15,227,123,4.215859030837004
POPPY'S PLAYHOUSE BEDROOM ,2029,4678.59,423,216,4.796690307328605
POPPY'S PLAYHOUSE KITCHEN,2125,4897.63,436,233,4.873853211009174
POPPY'S PLAYHOUSE LIVINGROOM ,1451,3244.94,328,179,4.423780487804878
PORCELAIN BUDAH INCENSE HOLDER,1525,158.06,34,18,44.85294117647059
PORCELAIN BUTTERFLY OIL BURNER,265,921.87,61,24,4.344262295081967
PORCELAIN ROSE LARGE ,299,348.43000000000006,14,11,21.357142857142858
PORCELAIN ROSE SMALL,1607,1295.0,63,32,25.50793650793651
PORCELAIN T-LIGHT HOLDERS ASSORTED,824,1149.02,101,51,8.158415841584159
POSTE FRANCE CUSHION COVER,438,1888.9,150,90,2.92
POSY CANDY BAG,92,109.96,16,8,5.75
POTTERING IN THE SHED METAL SIGN,4179,9413.82,538,225,7.767657992565056
POTTERING MUG,3796,4834.51,333,141,11.3993993993994
POTTING SHED CANDLE CITRONELLA,405,1268.1899999999998,3,1,135.0
POTTING SHED ROSE CANDLE,493,1541.11,25,6,19.72
POTTING SHED SEED ENVELOPES,597,908.33,130,57,4.592307692307692
POTTING SHED SOW 'N' GROW SET,2,12.72,2,1,1.0
POTTING SHED TEA MUG,2479,3262.25,302,153,8.208609271523178
POTTING SHED TWINE,983,2279.09,110,79,8.936363636363636
PRETTY HANGING QUILTED HEARTS,1278,1090.02,74,65,17.27027027027027
PSYCHEDELIC METAL SIGN CALENDAR,10,7.9,3,3,3.3333333333333335
PSYCHEDELIC TILE COASTER,430,195.22,28,18,15.357142857142858
PSYCHEDELIC TILE HOOK,299,182.95000000000002,44,36,6.795454545454546
PSYCHEDELIC WALL THERMOMETER,80,112.47999999999999,14,14,5.714285714285714
PURPLE ACRYLIC FACETED BANGLE,107,132.05,8,4,13.375
PURPLE AMETHYST NECKLACE W TASSEL,5,49.81,5,3,1.0
PURPLE ANEMONE ARTIFICIAL FLOWER,4,6.76,1,1,4.0
PURPLE BERTIE GLASS BEAD BAG CHARM,95,110.03,19,3,5.0
PURPLE BOUDICCA LARGE BRACELET,38,264.94,15,10,2.533333333333333
PURPLE CHUNKY GLASS+BEAD NECKLACE,1,11.95,1,1,1.0
PURPLE CRYSTAL DROP EARRINGS,3,8.76,3,0,1.0
PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,3227,4621.87,237,79,13.61603375527426
PURPLE DRESS JEWELLERY STAND,61,48.19,3,3,20.333333333333332
PURPLE ENAMEL FLOWER HAIR TIE,22,64.28,15,1,1.4666666666666666
PURPLE ENAMEL FLOWER RING,69,202.51000000000002,28,11,2.4642857142857144
PURPLE ENAMEL+GLASS HAIR COMB,84,163.8,4,3,21.0
PURPLE FINE BEAD NECKLACE W TASSEL,3,17.59,3,0,1.0
PURPLE FOXGLOVE ARTIIFCIAL FLOWER,11,28.049999999999997,3,2,3.6666666666666665
PURPLE FRANGIPANI HAIRCLIP,28,23.16,12,1,2.3333333333333335
PURPLE FRANGIPANI NECKLACE,29,72.66,16,2,1.8125
PURPLE GEMSTONE BRACELET,19,122.84,10,7,1.9
PURPLE GEMSTONE NECKLACE 45CM,8,102.0,5,5,1.6
PURPLE GLASS TASSLE BAG CHARM,42,77.03999999999999,14,1,3.0
PURPLE LAS VEGAS BRACELET ROUND,7,26.25,3,2,2.3333333333333335
PURPLE LEAVES AND BEADS PHONE CHAR,2,4.97,2,0,1.0
PURPLE PAPER PARASOL,314,1025.94,88,43,3.5681818181818183
PURPLE SWEETHEART BRACELET,78,328.44,50,14,1.56
PURPLE VINTAGE EARRINGS,6,25.17,3,0,2.0
PURPLE/BLUE CERAMIC CANDLE HOLDER,4,9.879999999999999,2,1,2.0
PURPLE/COPPER HANGING LAMPSHADE,22,18.7,8,5,2.75
PURPLE/TURQ FLOWERS HANDBAG,2,2.5,1,1,2.0
QUEEN OF SKIES LUGGAGE TAG,197,292.29,99,20,1.9898989898989898
QUEEN OF THE SKIES HOLIDAY PURSE ,25,66.26,20,3,1.25
QUEEN OF THE SKIES PASSPORT COVER ,148,286.39,76,20,1.9473684210526316
RABBIT  DESIGN  COTTON TOTE BAG,181,444.07,62,21,2.9193548387096775
RABBIT EASTER DECORATION,8,23.6,3,3,2.6666666666666665
RABBIT NIGHT LIGHT,30788,66964.99,994,450,30.973843058350102
RAIN PONCHO ,412,269.61,5,3,82.4
RAIN PONCHO RETROSPOT,8878,7163.65,243,115,36.534979423868315
RAINBOW PEGS PHOTO CLIP STRING,292,191.18,39,19,7.487179487179487
RAINY LADIES BIRTHDAY CARD,2430,1033.81,213,90,11.408450704225352
RASPBERRY ANT COPPER FLOWER NECKLAC,13,77.91,8,6,1.625
RASTA IN BATH W SPLIFF ASHTRAY,8,6.8,6,5,1.3333333333333333
RATTLE SNAKE EGGS,815,691.85,102,57,7.990196078431373
RECIPE BOX BLUE SKETCHBOOK DESIGN,1517,5195.030000000001,356,163,4.26123595505618
RECIPE BOX PANTRY YELLOW DESIGN,8276,26240.600000000002,1111,471,7.449144914491449
RECIPE BOX RETROSPOT ,2901,8101.150000000001,464,233,6.252155172413793
RECIPE BOX WITH METAL HEART,12,95.4,6,3,2.0
"RECORD FRAME 7"" SINGLE SIZE ",4374,11354.56,361,73,12.11634349030471
RECTANGULAR SHAPED MIRROR,512,446.15000000000003,37,27,13.837837837837839
RECYCLED ACAPULCO MAT BLUE,365,3223.49,162,95,2.253086419753086
RECYCLED ACAPULCO MAT GREEN,497,4286.55,205,116,2.424390243902439
